Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
15321,12283767,JE129767,02/01/2021 10:20:00 PM,051XX W JACKSON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,NURSING / RETIREMENT HOME,True,True,1533,15,28.0,25,08B,1142067.0,1898182.0,2021,02/08/2021 03:48:15 PM,41.876671946,-87.753842755,"(41.876671946, -87.753842755)"
23225,12297783,JE147803,02/21/2021 11:45:00 AM,016XX W IRVING PARK RD,0560,ASSAULT,SIMPLE,RESTAURANT,False,False,1912,19,47.0,6,08A,1164857.0,1926631.0,2021,02/28/2021 03:48:02 PM,41.954285117,-87.66935621,"(41.954285117, -87.66935621)"
6208,12271339,JE114632,01/14/2021 08:00:00 AM,011XX W 110TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),False,False,2234,22,34.0,75,14,1170747.0,1831523.0,2021,01/21/2021 03:51:43 PM,41.693172295,-87.65048265200001,"(41.693172295, -87.650482652)"
17973,12288645,JE136047,02/08/2021 03:00:00 PM,027XX W CERMAK RD,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,1034,10,12.0,30,08A,1158246.0,1889274.0,2021,02/15/2021 03:50:56 PM,41.851912363000004,-87.694681559,"(41.851912363, -87.694681559)"
42360,12330486,JE187552,03/13/2021 04:59:00 PM,053XX W WASHINGTON BLVD,0810,THEFT,OVER $500,APARTMENT,False,False,1522,15,28.0,25,06,1140904.0,1900237.0,2021,04/06/2021 05:00:41 PM,41.882332595,-87.75806240799999,"(41.882332595, -87.758062408)"
22936,12297022,JE146964,02/20/2021 01:09:00 PM,071XX S RHODES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,323,3,6.0,69,08B,1181140.0,1857864.0,2021,02/27/2021 03:46:45 PM,41.765222776,-87.61162335700001,"(41.765222776, -87.611623357)"
28209,12308435,JE159898,02/26/2021 12:00:00 PM,038XX N NORDICA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1632,16,38.0,17,11,1128386.0,1924654.0,2021,03/09/2021 03:52:09 PM,41.949557108,-87.803475585,"(41.949557108, -87.803475585)"
30771,12309254,JE161671,03/07/2021 09:00:00 AM,017XX N CLEVELAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1813,18,43.0,7,08B,1172655.0,1912075.0,2021,03/14/2021 04:50:05 PM,41.914173519,-87.64112194100002,"(41.914173519, -87.641121941)"
32157,12312402,JE165390,03/10/2021 12:00:00 AM,121XX S NORMAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,523,5,34.0,53,14,1175155.0,1824468.0,2021,03/17/2021 04:51:25 PM,41.673715251,-87.63455359700001,"(41.673715251, -87.634553597)"
40518,12325396,JE180325,03/26/2021 11:30:00 AM,075XX N ASHLAND AVE,0460,BATTERY,SIMPLE,SCHOOL - PRIVATE BUILDING,False,False,2422,24,49.0,1,08B,1164137.0,1949985.0,2021,04/02/2021 05:04:22 PM,42.018384506,-87.67133943299999,"(42.018384506, -87.671339433)"
2829,12258823,JE100370,01/01/2021 07:30:00 AM,057XX S JUSTINE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,713,7,16.0,67,06,1166990.0,1866619.0,2021,01/16/2021 03:49:23 PM,41.7895617,-87.663237275,"(41.7895617, -87.663237275)"
43325,12329729,JE186580,04/01/2021 07:02:00 PM,016XX N ADA ST,0810,THEFT,OVER $500,STREET,False,False,1433,14,2.0,24,06,1167204.0,1910929.0,2021,04/08/2021 05:05:01 PM,41.911147803,-87.661180889,"(41.911147803, -87.661180889)"
25181,12302249,JE152765,02/25/2021 04:00:00 PM,016XX N NEWLAND AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2513,25,29.0,25,06,1129835.0,1910203.0,2021,03/04/2021 03:52:04 PM,41.909877094,-87.79848051200001,"(41.909877094, -87.798480512)"
25519,12300830,JE151596,02/25/2021 06:15:00 AM,009XX S KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1134,11,24.0,27,08B,1155176.0,1895751.0,2021,03/04/2021 03:52:04 PM,41.869748066999996,-87.70577556299999,"(41.869748067, -87.705775563)"
40879,12326004,JE181974,03/27/2021 03:00:00 PM,091XX S BURLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,424,4,10.0,46,14,1199259.0,1845038.0,2021,04/03/2021 05:04:00 PM,41.729590969,-87.54564342200001,"(41.729590969, -87.545643422)"
9541,12273896,JE117796,01/20/2021 08:41:00 AM,027XX W POLK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1135,11,28.0,27,08B,1158260.0,1896258.0,2021,01/27/2021 03:54:59 PM,41.871076899,-87.69443942299999,"(41.871076899, -87.694439423)"
29052,12307197,JE159298,03/04/2021 12:30:00 PM,078XX S ABERDEEN ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,612,6,17.0,71,08B,1170344.0,1852799.0,2021,03/11/2021 03:47:23 PM,41.75156552,-87.65134102100002,"(41.75156552, -87.651341021)"
17816,12288777,JE136207,02/08/2021 07:00:00 AM,031XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1124,11,28.0,27,08B,1155522.0,1899851.0,2021,02/15/2021 03:50:56 PM,41.880991939,-87.704394994,"(41.880991939, -87.704394994)"
32554,12315601,JE166774,03/10/2021 10:00:00 AM,008XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,STREET,False,False,1833,18,2.0,8,06,1177338.0,1906181.0,2021,03/17/2021 04:51:25 PM,41.897895128,-87.624096605,"(41.897895128, -87.624096605)"
21677,12295047,JE144211,02/17/2021 05:59:00 PM,023XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1812,18,43.0,7,08B,1172923.0,1915970.0,2021,02/24/2021 03:49:12 PM,41.924855637,-87.640021675,"(41.924855637, -87.640021675)"
22452,12300322,JE151000,02/10/2021 12:00:00 AM,031XX N SHERIDAN RD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1934,19,44.0,6,11,1173017.0,1921227.0,2021,02/26/2021 03:45:39 PM,41.939278965999996,-87.639519964,"(41.939278966, -87.639519964)"
34421,12315606,JE169329,03/14/2021 12:00:00 AM,067XX S EAST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,332,3,5.0,43,08B,1188695.0,1860651.0,2021,03/21/2021 04:49:58 PM,41.772693251999996,-87.583843359,"(41.772693252, -87.583843359)"
23531,12298875,JE149289,02/22/2021 09:00:00 PM,045XX N CENTRAL PARK AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,1723,17,35.0,14,06,1151570.0,1929948.0,2021,03/01/2021 03:46:28 PM,41.963659291,-87.71811368899998,"(41.963659291, -87.718113689)"
33290,12315221,JE168761,03/12/2021 02:25:00 PM,003XX W 64TH ST,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,722,7,20.0,68,08A,1175050.0,1862506.0,2021,03/19/2021 04:51:13 PM,41.778098999,-87.633806535,"(41.778098999, -87.633806535)"
9118,12274341,JE118061,01/19/2021 11:30:00 AM,013XX W COLUMBIA AVE,0560,ASSAULT,SIMPLE,STREET,False,False,2432,24,49.0,1,08A,1166077.0,1944933.0,2021,01/26/2021 03:51:22 PM,42.004480346,-87.66434587799999,"(42.004480346, -87.664345878)"
34017,12314362,JE167781,03/13/2021 10:30:00 AM,003XX W 64TH ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,722,7,20.0,68,04B,1175044.0,1862506.0,2021,03/20/2021 04:52:03 PM,41.778099133000005,-87.633828531,"(41.778099133, -87.633828531)"
4111,12266966,JE109839,01/09/2021 02:00:00 PM,090XX S INDIANA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,634,6,9.0,44,11,1179176.0,1845134.0,2021,01/16/2021 03:52:53 PM,41.73033518,-87.6192092,"(41.73033518, -87.6192092)"
1160,12264944,JE107402,01/08/2021 09:09:00 PM,064XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,312,3,20.0,69,14,1180027.0,1862425.0,2021,01/16/2021 03:49:23 PM,41.77776418,-87.615563286,"(41.77776418, -87.615563286)"
9673,12275162,JE119323,01/20/2021 09:05:00 PM,061XX N WESTERN AVE,0560,ASSAULT,SIMPLE,DRUG STORE,False,False,2413,24,40.0,2,08A,1159208.0,1940733.0,2021,01/27/2021 03:54:59 PM,41.993099897,-87.68973323600002,"(41.993099897, -87.689733236)"
43363,12330620,JE186695,04/01/2021 09:36:00 PM,083XX S CREGIER AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,412,4,8.0,45,04A,1189640.0,1850218.0,2021,04/08/2021 05:05:01 PM,41.744041542,-87.58071388799999,"(41.744041542, -87.580713888)"
11216,12277064,JE121600,01/23/2021 11:40:00 PM,0000X W SUPERIOR ST,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1832,18,2.0,8,14,1176127.0,1905362.0,2021,01/30/2021 03:51:02 PM,41.895675136,-87.628569146,"(41.895675136, -87.628569146)"
10137,12275407,JE119574,01/21/2021 09:40:00 PM,080XX S PERRY AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,623,6,17.0,44,04B,1177003.0,1851775.0,2021,01/28/2021 03:49:05 PM,41.748608106999995,-87.626969858,"(41.748608107, -87.626969858)"
23997,12299011,JE149417,02/23/2021 12:34:00 AM,007XX S KEDZIE AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK,True,False,1134,11,24.0,27,10,1155154.0,1896394.0,2021,04/19/2021 05:16:01 PM,41.871512969,-87.705839075,"(41.871512969, -87.705839075)"
34164,12314334,JE167845,03/13/2021 11:00:00 AM,038XX W 55TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,822,8,23.0,62,06,1151785.0,1867855.0,2021,03/20/2021 04:52:03 PM,41.793265147,-87.71895743399998,"(41.793265147, -87.718957434)"
13324,12283829,JE124455,01/26/2021 06:30:00 PM,078XX S LANGLEY AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,624,6,6.0,69,04B,1182254.0,1853189.0,2021,02/04/2021 03:49:24 PM,41.752368370999996,-87.60768479,"(41.752368371, -87.60768479)"
10161,12275354,JE118701,01/21/2021 05:22:00 AM,018XX S SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1014,10,24.0,29,08B,1150692.0,1890641.0,2021,01/28/2021 03:49:05 PM,41.855814400999996,-87.722371238,"(41.855814401, -87.722371238)"
16211,12285323,JE131667,02/03/2021 06:10:00 PM,001XX S HOMAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1124,11,28.0,27,08B,1153741.0,1899175.0,2021,02/10/2021 03:49:30 PM,41.879172555,-87.71095273899998,"(41.879172555, -87.710952739)"
23195,12298759,JE148803,02/21/2021 08:29:00 PM,016XX W DIVISION ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1424,14,1.0,24,06,1164808.0,1908052.0,2021,02/28/2021 03:48:02 PM,41.903304304,-87.670064675,"(41.903304304, -87.670064675)"
6718,12270361,JE113774,01/15/2021 04:25:00 PM,049XX W KAMERLING AVE,0850,THEFT,ATTEMPT THEFT,VEHICLE - COMMERCIAL,False,False,2533,25,37.0,25,06,1143290.0,1908530.0,2021,01/22/2021 03:48:10 PM,41.90504533,-87.749093525,"(41.90504533, -87.749093525)"
22942,12297352,JE147211,02/20/2021 04:30:00 PM,097XX S PRINCETON AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,False,511,5,21.0,49,04A,1176002.0,1840443.0,2021,02/27/2021 03:46:45 PM,41.717534121999996,-87.630976715,"(41.717534122, -87.630976715)"
34565,12316030,JE169290,03/14/2021 01:00:00 PM,001XX N STATE ST,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,111,1,42.0,32,06,1176330.0,1901657.0,2021,03/21/2021 04:49:58 PM,41.885503844,-87.62793544799999,"(41.885503844, -87.627935448)"
7197,12270869,JE114315,01/16/2021 09:07:00 AM,063XX N LAKEWOOD AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,True,True,2433,24,48.0,77,04A,1166468.0,1942205.0,2021,01/23/2021 03:54:52 PM,41.996986268,-87.662985961,"(41.996986268, -87.662985961)"
26619,12303211,JE154435,02/27/2021 07:06:00 PM,027XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1412,14,35.0,22,08B,1153834.0,1917960.0,2021,03/06/2021 03:50:24 PM,41.93071846,-87.710110136,"(41.93071846, -87.710110136)"
36916,12323242,JE178572,03/19/2021 12:00:00 AM,072XX N DAMEN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,2424,24,49.0,1,11,1161719.0,1948069.0,2021,03/26/2021 05:00:56 PM,42.013177932,-87.68029103200001,"(42.013177932, -87.680291032)"
42646,12328828,JE185437,03/31/2021 12:30:00 PM,019XX N CICERO AVE,0560,ASSAULT,SIMPLE,APPLIANCE STORE,False,False,2533,25,36.0,19,08A,1144090.0,1912429.0,2021,04/07/2021 05:14:05 PM,41.915729613,-87.746056778,"(41.915729613, -87.746056778)"
43627,12330598,JE187551,04/02/2021 05:00:00 PM,032XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,1412,14,35.0,21,06,1154055.0,1921095.0,2021,04/09/2021 05:06:35 PM,41.939316729,-87.709214136,"(41.939316729, -87.709214136)"
32804,12313582,JE166835,03/11/2021 03:00:00 PM,035XX S CALUMET AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,212,2,4.0,35,11,1179100.0,1881440.0,2021,03/18/2021 04:52:21 PM,41.829964204,-87.61838180299999,"(41.829964204, -87.618381803)"
1854,12259788,JE101537,01/02/2021 05:15:00 PM,068XX S MAPLEWOOD AVE,0460,BATTERY,SIMPLE,RESIDENCE,True,False,832,8,17.0,66,08B,1160551.0,1859291.0,2021,01/16/2021 03:49:23 PM,41.769587941,-87.68704915100002,"(41.769587941, -87.687049151)"
35545,12319201,JE173512,03/10/2021 05:00:00 PM,099XX S HOXIE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,431,4,7.0,51,06,1195117.0,1839486.0,2021,03/23/2021 05:00:56 PM,41.714458784,-87.560998848,"(41.714458784, -87.560998848)"
10419,12279447,JE124509,01/04/2021 12:10:00 PM,020XX N PULASKI RD,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,2525,25,26.0,20,06,1149379.0,1913454.0,2021,01/29/2021 03:44:00 PM,41.918441283,-87.726598579,"(41.918441283, -87.726598579)"
10562,12276186,JE120500,01/22/2021 05:45:00 PM,019XX W 19TH ST,0460,BATTERY,SIMPLE,RESIDENCE,False,False,1234,12,25.0,31,08B,1163738.0,1890753.0,2021,01/29/2021 03:46:26 PM,41.855857027,-87.674482806,"(41.855857027, -87.674482806)"
11595,12277115,JE121599,01/24/2021 01:18:00 AM,079XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,624,6,8.0,44,08B,1183611.0,1852493.0,2021,01/31/2021 03:48:03 PM,41.75042696,-87.60273367799999,"(41.75042696, -87.602733678)"
39309,12323230,JE178702,03/24/2021 05:10:00 PM,076XX S LAFLIN ST,0810,THEFT,OVER $500,SIDEWALK,True,False,612,6,17.0,71,06,1167444.0,1853971.0,2021,03/31/2021 04:59:47 PM,41.754844238000004,-87.661934639,"(41.754844238, -87.661934639)"
4172,12264176,JE105845,01/07/2021 11:40:00 AM,035XX N KIMBALL AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1732,17,35.0,21,06,1153099.0,1923246.0,2021,01/16/2021 03:49:23 PM,41.945238279,-87.712670479,"(41.945238279, -87.712670479)"
28038,12305310,JE157099,03/02/2021 03:36:00 PM,048XX S LA CROSSE AVE,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False,814,8,22.0,56,08A,1144840.0,1872167.0,2021,03/09/2021 03:54:03 PM,41.805231338,-87.744316114,"(41.805231338, -87.744316114)"
8243,12272845,JE116619,01/18/2021 08:45:00 PM,102XX S CALHOUN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,431,4,7.0,51,08B,1194829.0,1837645.0,2021,01/25/2021 03:48:31 PM,41.709413985,-87.562113993,"(41.709413985, -87.562113993)"
40249,12326282,JE181364,03/26/2021 03:30:00 PM,012XX W 57TH ST,0810,THEFT,OVER $500,APARTMENT,False,True,713,7,16.0,67,06,1169083.0,1866983.0,2021,04/02/2021 05:04:22 PM,41.790515537,-87.65555236899998,"(41.790515537, -87.655552369)"
7843,12271594,JE115189,01/17/2021 05:55:00 AM,043XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,215,2,3.0,38,08B,1177883.0,1876224.0,2021,01/24/2021 03:47:22 PM,41.815678779,-87.623005155,"(41.815678779, -87.623005155)"
29811,12308658,JE161119,03/05/2021 11:00:00 AM,062XX W GRACE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1633,16,38.0,17,14,1134023.0,1924610.0,2021,03/12/2021 03:54:10 PM,41.94933887,-87.78275537799999,"(41.94933887, -87.782755378)"
11061,12276995,JE121492,01/23/2021 09:17:00 PM,009XX W 54TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,934,9,20.0,61,08B,1170986.0,1868682.0,2021,01/30/2021 03:51:02 PM,41.795136401,-87.648524938,"(41.795136401, -87.648524938)"
22351,12297823,JE147967,02/19/2021 10:30:00 AM,056XX S PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,715,7,15.0,67,08B,1165974.0,1867224.0,2021,02/26/2021 03:47:53 PM,41.791243564,-87.666945445,"(41.791243564, -87.666945445)"
30444,12312570,JE165637,02/28/2021 12:00:00 AM,011XX W 25TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,913,9,11.0,60,11,1168937.0,1887437.0,2021,03/13/2021 03:48:24 PM,41.846646578000005,-87.655496069,"(41.846646578, -87.655496069)"
28021,12305542,JE157164,03/02/2021 04:30:00 PM,077XX S MUSKEGON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,421,4,7.0,43,08B,1196473.0,1853998.0,2021,03/09/2021 03:54:03 PM,41.754247423,-87.555552419,"(41.754247423, -87.555552419)"
14536,12284299,JE130527,01/30/2021 09:00:00 PM,064XX N NEWGARD AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,2432,24,49.0,1,08A,1165434.0,1942907.0,2021,02/06/2021 03:52:06 PM,41.998934721,-87.66676951,"(41.998934721, -87.66676951)"
29188,12311336,JE163440,03/03/2021 09:00:00 PM,014XX W FARGO AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,2422,24,49.0,1,06,1165349.0,1949541.0,2021,03/11/2021 03:45:08 PM,42.017140356,-87.66689221899998,"(42.017140356, -87.666892219)"
26615,12303160,JE154467,02/27/2021 08:18:00 PM,006XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,DRUG STORE,False,False,121,1,42.0,28,08A,1172223.0,1898889.0,2021,03/06/2021 03:50:24 PM,41.87799992,-87.64309874899998,"(41.87799992, -87.643098749)"
46400,12334752,JE192865,04/07/2021 09:00:00 PM,105XX S MICHIGAN AVE,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,False,False,512,5,9.0,49,08A,1178853.0,1835179.0,2021,04/14/2021 05:57:55 PM,41.7030247,-87.62069429700001,"(41.7030247, -87.620694297)"
34494,12316680,JE170701,03/14/2021 10:00:00 PM,043XX W 17TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1012,10,24.0,29,06,1147731.0,1891356.0,2021,03/21/2021 04:49:58 PM,41.857833753,-87.733221319,"(41.857833753, -87.733221319)"
45236,12332861,JE190550,04/05/2021 04:30:00 PM,002XX N LAPORTE AVE,0810,THEFT,OVER $500,APARTMENT,False,True,1532,15,28.0,25,06,1143336.0,1901149.0,2021,04/12/2021 05:33:53 PM,41.884790152,-87.749109169,"(41.884790152, -87.749109169)"
47528,12337554,JE196200,04/09/2021 06:00:00 PM,002XX E 21ST ST,0810,THEFT,OVER $500,STREET,False,False,132,1,3.0,33,06,1178121.0,1890306.0,2021,04/23/2021 04:49:41 PM,41.854315448,-87.621704194,"(41.854315448, -87.621704194)"
32388,12312321,JE165378,03/10/2021 08:47:00 PM,059XX S JUSTINE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,713,7,16.0,67,14,1167026.0,1865258.0,2021,03/17/2021 04:51:25 PM,41.78582618,-87.663144174,"(41.78582618, -87.663144174)"
47211,12336063,JE194499,04/09/2021 02:50:00 PM,013XX W MORSE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2431,24,49.0,1,06,1165992.0,1946190.0,2021,04/16/2021 05:26:56 PM,42.007931399,-87.664622472,"(42.007931399, -87.664622472)"
19291,12291761,JE140063,02/12/2021 05:22:00 PM,037XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,True,False,212,2,4.0,36,08B,1181883.0,1880210.0,2021,02/19/2021 03:48:53 PM,41.826524987,-87.608209181,"(41.826524987, -87.608209181)"
25641,12301080,JE151843,02/25/2021 11:33:00 AM,071XX S BENNETT AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,333,3,5.0,43,06,1189943.0,1857970.0,2021,03/04/2021 03:52:04 PM,41.765306435,-87.579354758,"(41.765306435, -87.579354758)"
48094,12337247,JE195863,04/10/2021 10:10:00 PM,030XX W 26TH ST,0460,BATTERY,SIMPLE,DRUG STORE,False,False,1033,10,12.0,30,08B,1156324.0,1886588.0,2021,04/17/2021 05:31:27 PM,41.844580682,-87.701808336,"(41.844580682, -87.701808336)"
13135,12283154,JE116324,01/18/2021 02:15:00 PM,063XX N LEADER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1621,16,39.0,12,14,1142501.0,1941353.0,2021,02/03/2021 03:55:29 PM,41.995129322,-87.75117283600002,"(41.995129322, -87.751172836)"
19450,12291621,JE139815,02/12/2021 01:13:00 PM,032XX N LAKE SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,False,False,1925,19,44.0,6,14,1173062.0,1921867.0,2021,02/19/2021 03:48:53 PM,41.941034149000004,-87.639335535,"(41.941034149, -87.639335535)"
8767,12273502,JE117257,01/19/2021 03:40:00 PM,027XX S KOLIN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,1031,10,22.0,30,04A,1147832.0,1885527.0,2021,01/26/2021 03:51:22 PM,41.841836285,-87.73300016200001,"(41.841836285, -87.733000162)"
6333,12269697,JE112954,01/14/2021 07:19:00 PM,044XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,1113,11,28.0,26,08B,1146856.0,1899295.0,2021,01/21/2021 03:51:43 PM,41.879636075,-87.73623043200001,"(41.879636075, -87.736230432)"
24641,12303428,JE150906,02/24/2021 12:27:00 PM,042XX S MICHIGAN AVE,0810,THEFT,OVER $500,STREET,False,False,213,2,3.0,38,06,1177862.0,1876970.0,2021,03/03/2021 03:47:36 PM,41.817726343000004,-87.62305956700001,"(41.817726343, -87.623059567)"
33765,12314936,JE167723,03/13/2021 10:19:00 AM,039XX S ARTESIAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,921,9,12.0,58,14,1160672.0,1878436.0,2021,03/20/2021 04:52:03 PM,41.822121831,-87.686077225,"(41.822121831, -87.686077225)"
43878,12334713,JE192897,03/06/2021 12:01:00 AM,024XX W ADAMS ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1125,11,27.0,28,06,1160213.0,1898997.0,2021,04/09/2021 05:03:06 PM,41.878552858,-87.68719353899998,"(41.878552858, -87.687193539)"
39125,12270871,JE114185,01/16/2021 01:11:00 AM,099XX S VAN VLISSINGEN RD,0553,ASSAULT,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,False,False,431,4,7.0,51,04A,1191672.0,1839572.0,2021,03/31/2021 04:56:53 PM,41.714778883,-87.573612861,"(41.714778883, -87.573612861)"
5341,12269975,JE113253,01/12/2021 10:00:00 PM,005XX N LEAMINGTON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1532,15,37.0,25,06,1141936.0,1903098.0,2021,01/19/2021 03:53:51 PM,41.890164484,-87.754201943,"(41.890164484, -87.754201943)"
45583,12336102,JE192567,03/24/2021 05:53:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1833,18,2.0,8,06,1177339.0,1906234.0,2021,04/13/2021 05:20:07 PM,41.89804054,-87.62409132299999,"(41.89804054, -87.624091323)"
874,12264982,JE107539,01/09/2021 01:00:00 AM,018XX W JUNEWAY TER,0460,BATTERY,SIMPLE,VEHICLE - DELIVERY TRUCK,False,False,2422,24,49.0,1,08B,1162821.0,1951492.0,2021,01/16/2021 03:52:53 PM,42.022547568,-87.676139494,"(42.022547568, -87.676139494)"
6754,12270750,JE113612,01/15/2021 02:20:00 PM,016XX N ARTESIAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1434,14,1.0,24,14,1159781.0,1910812.0,2021,01/22/2021 03:48:10 PM,41.910983133,-87.688453686,"(41.910983133, -87.688453686)"
30088,12309190,JE161741,03/06/2021 12:00:00 PM,051XX W FOSTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1623,16,45.0,11,14,1141228.0,1934096.0,2021,03/13/2021 03:51:08 PM,41.975239216999995,-87.756035543,"(41.975239217, -87.756035543)"
36601,12318615,JE173013,03/19/2021 01:00:00 AM,014XX S AVERS AVE,0820,THEFT,$500 AND UNDER,STREET,False,True,1011,10,24.0,29,06,1150941.0,1892936.0,2021,03/26/2021 05:00:56 PM,41.862107289,-87.721397241,"(41.862107289, -87.721397241)"
47901,12336913,JE195575,04/10/2021 10:30:00 AM,057XX S MARYLAND AVE,0820,THEFT,$500 AND UNDER,HOSPITAL BUILDING / GROUNDS,False,False,235,2,5.0,41,06,1182884.0,1867234.0,2021,04/17/2021 05:31:27 PM,41.790894592,-87.604940233,"(41.790894592, -87.604940233)"
